235,34,1185,RefurbishedProV1392,253.1179,-2.12,268.8279,1.066667,3.4
236,34,1018,WashedProV1392,256.7579,10.08333,269.7813,11.91667,4.2
237,34,446,NewProV1392,258.9346,9.176666,279.4313,9.61,3
238,34,1208,RefurbishedProV1392,252.9879,0.9633333,267.9713,-0.85,5.8
239,34,1022,WashedProV1392,255.0546,5.03,268.4946,3.43,2.6
240,34,475,NewProV1392,259.0546,0.9133334,272.0113,2.233333,4.5
241,35,469,NewProV1392,260.4913,3.246667,283.7746,5.58,4.8
242,35,952,WashedProV1392,256.7146,-3.93,266.7313,-5.243333,4.4
243,35,380,NewProV1392,261.3746,8.233334,280.0579,12.65667,3.2
244,35,1239,RefurbishedProV1392,236.4046,-11.99667,247.3779,-10.34667,9
245,35,1017,WashedProV1392,255.4479,8.07,273.9013,10.54333,4.7
246,35,1225,RefurbishedProV1392,245.5413,1.236667,258.8279,0.8766667,6.2
247,36,1214,RefurbishedProV1392,250.9779,-2.416667,261.5913,-4.213333,6
248,36,1187,RefurbishedProV1392,243.8779,-7.293334,255.2013,-7.656667,6.8
249,36,405,NewProV1392,257.3446,1.853333,273.9546,2.436667,4.2
250,36,416,NewProV1392,260.2479,3.243333,272.4479,2.303333,3.5
251,36,945,WashedProV1392,251.6979,1.823333,264.4013,1.173333,4.7
252,36,1014,WashedProV1392,255.7013,4.143333,270.6513,5.943333,3.8
253,37,998,WashedProV1392,254.1413,-1.333333,268.9079,-1.766667,5.2
254,37,1246,RefurbishedProV1392,248.7746,-12.72667,258.0579,-16.16667,6.4
255,37,374,NewProV1392,255.8379,1.576667,270.2313,1.996667,5
256,37,1232,RefurbishedProV1392,244.7746,10.10333,256.4613,13.26667,6.8
257,37,983,WashedProV1392,248.8746,4.993333,257.0379,4.633333,5.9
258,37,454,NewProV1392,255.7346,3.58,269.5813,3.55,5.6
259,38,390,NewProV1392,257.7046,1.123333,264.9613,1.933333,4.9
260,38,1180,RefurbishedProV1392,249.1879,13.61,260.9379,16.29,6.2
261,38,398,NewProV1392,253.1246,1.486667,268.0179,2.523333,5.1
262,38,1176,RefurbishedProV1392,251.8646,3.456667,258.9446,5.733333,4.4
263,38,994,WashedProV1392,253.2046,-4.46,260.3113,-4.846667,6.5
264,38,1020,WashedProV1392,255.4213,-1.89,270.6113,-0.2033333,4.5
265,39,1229,RefurbishedProV1392,252.6813,-7.453333,269.4513,-10.07667,5.8
